ID Encuestado;Alimento;Puntuacion
2018;KIWI;8.83
2019;MELOCOTONES;7.81
2020;TOMATES;9.04
2021;LECHUGA;8.33
2022;SANDÍA;5.85
2023;CIRUELA;8.61
2024;SANDÍA;5.2
2025;TOMATES;5.26
2026;MELOCOTONES;6.57
2027;CEREZA;5.22
2028;MANZANAS;8.18
2029;TOMATES;6.83
2030;CEBOLLAS;6.84
2031;PLÁTANOS;7.55
2032;FRESA;7.96
2033;MANZANAS;7.21
2034;TOMATES;7.53
2035;PLÁTANOS;8.93
2036;LECHUGA;5.1
2037;TOMATES;3
2038;PLÁTANOS;6.68
2039;PATATAS FRESCAS;8.56
2040;MELOCOTONES;8.44
2041;NARANJAS;5.75
2042;NARANJAS;1
2043;SANDÍA;8.2
2044;MELON;8.27
2045;PATATAS FRESCAS;7.46
2046;MANZANAS;8.63
2047;NARANJAS;9.06
2048;FRESA;4.5
2049;TOMATES;8.42
2050;MELOCOTONES;6.17
2051;LIMONES;6.47
2052;MANDARINAS;7.46
2053;TOMATES;4.74
2054;PLÁTANOS;8.21
2055;PIMIENTOS;9.32
2056;UVA;7.3
2057;UVA;5.71
2058;PLÁTANOS;4.97
2059;MANZANAS;5.73
2060;SANDÍA;7.66
2061;SANDÍA;6.37
2062;MANZANAS;6.29
2063;KIWI;7.59
2064;CEBOLLAS;4.93
2065;SANDÍA;4.52
2066;MELON;4.84
2067;TOMATES;9.07
2068;CIRUELA;6.4
2069;SANDÍA;7.75
2070;PATATAS FRESCAS;9.44
2071;NARANJAS;5.74
2072;NARANJAS;6.37
2073;PATATAS FRESCAS;9.18
2074;PLÁTANOS;4.63
2075;NARANJAS;8.45
2076;SANDÍA;6.64
2077;MANDARINAS;7.02
2078;PATATAS FRESCAS;9.47
2079;MANZANAS;9.5
2080;FRESA;7.8
2081;PLÁTANOS;9.09
2082;PLÁTANOS;6.14
2083;MELOCOTONES;7.61
2084;JUDIAS VERDES;6.56
2085;TOMATES;6.4
2086;JUDIAS VERDES;7.42
2087;TOMATES;6.28
2088;PATATAS FRESCAS;7.72
2089;SANDÍA;7.07
2090;MANZANAS;8.76
2091;NARANJAS;4.5
2092;MANDARINAS;9.42
2093;NARANJAS;3
2094;JUDIAS VERDES;5.95
2095;SANDÍA;6.72
2096;TOMATES;5.88
2097;LIMONES;7.41
2098;MANZANAS;9.2
2099;JUDIAS VERDES;8.91
2100;LECHUGA;9.38
2101;LECHUGA;7.24
2102;PIMIENTOS;8.58
2103;PATATAS FRESCAS;4.98
2104;MANDARINAS;8.4
2105;LECHUGA;7.05
2106;CEBOLLAS;5.77
2107;NARANJAS;9.29
2108;FRESA;4
2109;FRESA;5.79
2110;CEREZA;6.71
2111;MANDARINAS;7.72
2112;MANDARINAS;7
2113;LECHUGA;6.29
2114;PIMIENTOS;4.89
2115;PATATAS FRESCAS;7.23
2116;MELON;7.71
2117;LECHUGA;4.55
2118;MELOCOTONES;6.33
2119;CEBOLLAS;5.43
2120;MELOCOTONES;6.87
2121;PLÁTANOS;9.31
2122;CEREZA;8.48
2123;FRESA;8.09
2124;PATATAS FRESCAS;5.41
2125;JUDIAS VERDES;6.25
2126;CEBOLLAS;4.53
2127;PIMIENTOS;9.22
2128;PLÁTANOS;8.05
2129;PATATAS FRESCAS;5.13
2130;MANDARINAS;5.63
2131;MANZANAS;7.29
2132;UVA;5.4
2133;NARANJAS;5.7
2134;MELOCOTONES;8.5
2135;NARANJAS;8.61
2136;PLÁTANOS;7.6
2137;PERAS;7.5
2138;PATATAS FRESCAS;6.69
2139;TOMATES;5.8
2140;PLÁTANOS;8.67
2141;KIWI;5.02
2142;MANZANAS;5.3
2143;NARANJAS;5.54
2144;PATATAS FRESCAS;7.54
2145;NARANJAS;6.12
2146;TOMATES;3
2147;LIMONES;6.24
2148;PATATAS FRESCAS;7.15
2149;FRESA;4
2150;MELOCOTONES;5.73
2151;SANDÍA;5.82
2152;SANDÍA;8.97
2153;MELOCOTONES;5.05
2154;TOMATES;6.11
2155;NARANJAS;5.58
2156;KIWI;8.63
2157;LIMONES;5.94
2158;NARANJAS;8.7
2159;PIMIENTOS;8.13
2160;PATATAS FRESCAS;4.58
2161;CIRUELA;4.72
2162;TOMATES;4.73
2163;FRESA;9.48
2164;PLÁTANOS;6.44
2165;CEBOLLAS;5.77
2166;MELOCOTONES;4.85
2167;MANZANAS;6.08
2168;TOMATES;8.47
2169;MELOCOTONES;5.21
2170;MELON;5.76
2171;FRESA;5.25
2172;PLÁTANOS;8.15
2173;PATATAS FRESCAS;9.37
2174;PATATAS FRESCAS;7.63
2175;PATATAS FRESCAS;9.36
2176;PATATAS FRESCAS;5.88
2177;MANDARINAS;9.09
2178;PLÁTANOS;8.95
2179;MANZANAS;7.52
2180;PATATAS FRESCAS;7
2181;LECHUGA;7.45
2182;PATATAS FRESCAS;8.52
2183;SANDÍA;8.07
2184;LIMONES;7
2185;PERAS;6.3
2186;LECHUGA;7.91
2187;MELOCOTONES;6.58
2188;FRESA;8.54
2189;NARANJAS;5.38
2190;MANZANAS;9
2191;PIMIENTOS;5.04
2192;CEBOLLAS;7.16
2193;MELON;7.72
2194;NARANJAS;5.46
2195;MANDARINAS;8.95
2196;CEREZA;8.38
2197;PERAS;7.78
2198;MELON;6.14
2199;PATATAS FRESCAS;7.79
2200;UVA;8.14
2201;KIWI;6.62
2202;FRESA;5
2203;SANDÍA;5.4
2204;JUDIAS VERDES;6.28
2205;UVA;7.48
2206;NARANJAS;8.97
2207;PATATAS FRESCAS;6.91
2208;MELOCOTONES;5.55
2209;MANZANAS;4.7
2210;SANDÍA;8.64
2211;PATATAS FRESCAS;5.93
2212;PERAS;8.54
2213;PATATAS FRESCAS;7.4
2214;PLÁTANOS;5.25
2215;KIWI;4.65
2216;LIMONES;9.18
2217;KIWI;7.37
2218;MELOCOTONES;5.22
2219;LIMONES;9.29
2220;FRESA;7.45
2221;PIMIENTOS;8.29
2222;MANZANAS;7.59
2223;PATATAS FRESCAS;8.2
2224;PERAS;4.67
2225;MANDARINAS;6
2226;JUDIAS VERDES;6.46
2227;SANDÍA;5.65
2228;MELOCOTONES;5.08
2229;MANZANAS;8.45
2230;PLÁTANOS;8.47
2231;NARANJAS;4
2232;PIMIENTOS;6.44
2233;MANZANAS;6.48
2234;CIRUELA;5.83
2235;SANDÍA;6.59
2236;MELON;5.94
2237;TOMATES;7.18
2238;FRESA;4.73
2239;PIMIENTOS;6.49
2240;MANZANAS;5.9
2241;SANDÍA;6.09
2242;PATATAS FRESCAS;8.98
2243;NARANJAS;6.57
2244;NARANJAS;6.05
2245;LECHUGA;7.61
2246;LECHUGA;6.68
2247;MELOCOTONES;5.5
2248;NARANJAS;9.35
2249;MANZANAS;6.91
2250;MELON;6.19
2251;PATATAS FRESCAS;5.17
2252;FRESA;4.84
2253;MELON;4.74
2254;PATATAS FRESCAS;7.22
2255;TOMATES;6.48
2256;LIMONES;9.02
2257;MANZANAS;7.67
2258;LECHUGA;4.59
2259;MELON;4.97
2260;LIMONES;6.18
2261;MANZANAS;5.26
2262;UVA;7.34
2263;NARANJAS;9.05
2264;LIMONES;4.88
2265;PIMIENTOS;9.37
2266;NARANJAS;5.01
2267;NARANJAS;5.51
2268;MELOCOTONES;7.48
2269;NARANJAS;5.37
2270;COLES;4.67
2271;CEBOLLAS;7.92
2272;TOMATES;3
2273;FRESA;6.15
2274;JUDIAS VERDES;7.45
2275;PERAS;9.19
2276;NARANJAS;6.78
2277;LIMONES;5.96
2278;PLÁTANOS;5.17
2279;NARANJAS;5.81
2280;MANZANAS;9.07
2281;MANZANAS;7.2
2282;PATATAS FRESCAS;7.23
2283;MANZANAS;7.04
2284;JUDIAS VERDES;9.18
2285;TOMATES;9.41
2286;MELON;9.49
2287;MANZANAS;9.21
2288;PATATAS FRESCAS;6.06
2289;TOMATES;7.73
2290;LECHUGA;6.64
2291;CEREZA;8.8
2292;PIMIENTOS;5.21
2293;TOMATES;7.56
2294;PATATAS FRESCAS;5.21
2295;PATATAS FRESCAS;7.68
2296;MELON;9.44
2297;PLÁTANOS;5.21
2298;PATATAS FRESCAS;6.18
2299;TOMATES;3
2300;PIMIENTOS;7.86
2301;MELON;4.71
2302;MELON;6.36
2303;MANZANAS;5.07
2304;MANZANAS;7.92
2305;TOMATES;7.79
2306;LIMONES;9.46
2307;SANDÍA;8.15
2308;PATATAS FRESCAS;4.51
2309;PATATAS FRESCAS;9.2
2310;MANZANAS;4.62
2311;MELOCOTONES;7.28
2312;PLÁTANOS;8.2
2313;MELON;6.48
2314;MELON;7.1
2315;CEREZA;5.82
2316;MANDARINAS;8.77
2317;KIWI;8.86
2318;MELON;5.3
2319;PERAS;9.37
2320;LIMONES;6.49
2321;SANDÍA;5.07
2322;MELON;7
2323;CEREZA;4.95
2324;JUDIAS VERDES;7.84
2325;FRESA;6.6
2326;PERAS;6.01
2327;TOMATES;3
2328;PERAS;7.31
2329;MELOCOTONES;9.04
2330;MELOCOTONES;8.17
2331;MELON;5.81
2332;LIMONES;6.66
2333;CEREZA;6.67
2334;NARANJAS;5
2335;MELON;8.05
2336;CEBOLLAS;9.45
2337;SANDÍA;8.46
2338;JUDIAS VERDES;7.26
2339;PLÁTANOS;5.25
2340;CEBOLLAS;5.84
2341;LECHUGA;4.7
2342;NARANJAS;8.53
2343;PLÁTANOS;6.9
2344;TOMATES;6.77
2345;CEBOLLAS;7.43
2346;NARANJAS;4.84
2347;MELON;4.87
2348;MANZANAS;8.68
2349;JUDIAS VERDES;5.14
2350;PATATAS FRESCAS;8.99
2351;PATATAS FRESCAS;6.57
2352;TOMATES;4
2353;NARANJAS;5.41
2354;LIMONES;8.01
2355;SANDÍA;8.07
2356;LECHUGA;6.51
2357;PERAS;4.77
2358;FRESA;4
2359;JUDIAS VERDES;5.83
2360;TOMATES;4
2361;MANZANAS;5.59
2362;NARANJAS;8.68
2363;PATATAS FRESCAS;9.45
2364;SANDÍA;5.77
2365;MANDARINAS;8.52
2366;TOMATES;4
2367;JUDIAS VERDES;8.71
2368;JUDIAS VERDES;9.39
2369;PIMIENTOS;5.14
2370;FRESA;9.18
2371;FRESA;6.3
2372;NARANJAS;6.17
2373;LIMONES;5.92
2374;LECHUGA;6.95
2375;PATATAS FRESCAS;8
2376;NARANJAS;7.55
2377;SANDÍA;8.12
2378;TOMATES;7.46
2379;MANZANAS;8.46
2380;TOMATES;9.21
2381;PIMIENTOS;4.72
2382;MELON;6.65
2383;NARANJAS;6.24
2384;PIMIENTOS;7.69
2385;CEBOLLAS;6.14
2386;FRESA;7.25
2387;LIMONES;5.8
2388;TOMATES;8.84
2389;CEBOLLAS;6.49
2390;MANZANAS;6.78
2391;MANZANAS;5.09
2392;LIMONES;7.64
2393;LIMONES;5.82
2394;LECHUGA;6.6
2395;SANDÍA;7.98
2396;MELON;6.39
2397;CEREZA;8.23
2398;MELOCOTONES;7.88
2399;TOMATES;4
2400;CEBOLLAS;6.85
2401;LECHUGA;9.35
2402;SANDÍA;7.98
2403;MELON;8.9
2404;MANDARINAS;8.94
2405;NARANJAS;8.94
2406;CEBOLLAS;6.48
2407;PERAS;8.71
2408;CEBOLLAS;7.37
2409;PLÁTANOS;6.71
2410;CEREZA;8.97
2411;LIMONES;5.23
2412;TOMATES;8.68
2413;MELOCOTONES;5.95
2414;PATATAS FRESCAS;7.47
2415;MANZANAS;4.9
2416;MELON;6.28
2417;PIMIENTOS;5.43
2418;TOMATES;7.26
2419;MANDARINAS;7.42
2420;PLÁTANOS;6.71
2421;KIWI;8.2
2422;TOMATES;4
2423;LIMONES;6.85
2424;MELON;7.31
2425;FRESA;7.26
2426;SANDÍA;8.17
2427;MANZANAS;9.32
2428;NARANJAS;8.13
2429;UVA;6.66
2430;MELOCOTONES;5.29
2431;UVA;7.57
2432;MELON;9.46
2433;PATATAS FRESCAS;5.71
2434;SANDÍA;9.01
2435;PERAS;8.61
2436;MELOCOTONES;8.07
2437;SANDÍA;7.47
2438;PATATAS FRESCAS;4.75
2439;TOMATES;8.3
2440;JUDIAS VERDES;7.5
2441;PLÁTANOS;6.58
2442;TOMATES;7.22
2443;LECHUGA;5.6
2444;CIRUELA;7.56
2445;MANDARINAS;6.51
2446;MANDARINAS;7.14
2447;TOMATES;4
2448;LIMONES;8.14
2449;PERAS;6.69
2450;LECHUGA;7.26
2451;MANZANAS;5.65
2452;PLÁTANOS;8.98
2453;KIWI;5
2454;CEBOLLAS;7.32
2455;MANZANAS;6.27
2456;TOMATES;9.1
2457;TOMATES;8.04
2458;PATATAS FRESCAS;8.69
2459;NARANJAS;6.53
2460;MANZANAS;7.17
2461;NARANJAS;7
2462;PIMIENTOS;9.06
2463;UVA;7.45
2464;JUDIAS VERDES;8.78
2465;LECHUGA;6.25
2466;CIRUELA;8.67
2467;NARANJAS;6.53
2468;FRESA;6.45
2469;FRESA;7.35
2470;SANDÍA;9.44
2471;CEBOLLAS;8.25
2472;PERAS;7.6
2473;MANDARINAS;4.53
2474;PATATAS FRESCAS;7.07
2475;MANDARINAS;9.01
2476;COLES;6.42
2477;FRESA;5.93
2478;LECHUGA;7.91
2479;SANDÍA;5.05
2480;FRESA;4
2481;NARANJAS;7.26
2482;LIMONES;9.39
2483;KIWI;6.24
2484;CEREZA;8.22
2485;LECHUGA;8.84
2486;CEREZA;8.63
2487;UVA;4.55
2488;SANDÍA;7.97
2489;PLÁTANOS;5.81
2490;TOMATES;5.35
2491;FRESA;5.58
2492;NARANJAS;8.99
2493;PERAS;8.88
2494;KIWI;5.5
2495;PATATAS FRESCAS;6.73
2496;FRESA;8.04
2497;MANDARINAS;7.88
2498;FRESA;7.44
2499;SANDÍA;9.12
2500;CIRUELA;5.61
2501;FRESA;6.57
2502;PATATAS FRESCAS;8.23
2503;MANDARINAS;9.49
2504;PLÁTANOS;6.57
2505;CEBOLLAS;6.54
2506;TOMATES;7.81
2507;KIWI;8.5
2508;NARANJAS;5.69
2509;TOMATES;7.29
2510;MANZANAS;6.97
2511;MANDARINAS;7.12
2512;SANDÍA;6.79
2513;MELON;8.97
2514;LIMONES;5.23
2515;JUDIAS VERDES;8.67
2516;SANDÍA;4.78
2517;PLÁTANOS;4.56
2518;LECHUGA;6.44
2519;MELOCOTONES;7.67
2520;MELON;7.19
2521;NARANJAS;9.01
2522;MANDARINAS;8.98
2523;TOMATES;6.51
2524;MANDARINAS;8.22
2525;PATATAS FRESCAS;6.21
2526;LIMONES;7.26
2527;LIMONES;6.53
2528;CEBOLLAS;9.49
2529;FRESA;7
2530;NARANJAS;5.99
2531;MELON;5.02
2532;MANZANAS;9.08
2533;PERAS;6.2
2534;PATATAS FRESCAS;6.02
2535;MANDARINAS;6.98
2536;NARANJAS;2
2537;CEBOLLAS;8.74
2538;SANDÍA;5.27
2539;LIMONES;4.74
2540;KIWI;7.06
2541;SANDÍA;9.07
2542;LECHUGA;8.89
2543;PLÁTANOS;5.08
2544;PLÁTANOS;7.6
2545;PLÁTANOS;6.91
2546;TOMATES;5.98
2547;NARANJAS;7.6
2548;MANZANAS;8.78
2549;LECHUGA;9.3
2550;FRESA;6.21
2551;PIMIENTOS;6.15
2552;PATATAS FRESCAS;5
2553;PLÁTANOS;7.42
2554;CEBOLLAS;4.62
2555;MANZANAS;8.97
2556;PIMIENTOS;6.89
2557;LECHUGA;6.7
2558;PLÁTANOS;6.56
2559;NARANJAS;5.2
2560;MELON;5.07
2561;MELON;7.71
2562;MANZANAS;4.75
2563;LECHUGA;8.9
2564;MELOCOTONES;5.13
2565;MELOCOTONES;8.78
2566;MELON;8.29
2567;LECHUGA;5.54
2568;JUDIAS VERDES;8.56
2569;SANDÍA;4.56
2570;MANZANAS;6.15
2571;LIMONES;5.69
2572;MANZANAS;8.39
2573;MANDARINAS;5.3
2574;NARANJAS;5.66
2575;FRESA;6.83
2576;PLÁTANOS;9.29
2577;TOMATES;6.2
2578;NARANJAS;8.18
2579;NARANJAS;6.25
2580;MELON;6.68
2581;CEBOLLAS;4.52
2582;TOMATES;7.32
2583;PLÁTANOS;6.63
2584;SANDÍA;5.46
2585;MANZANAS;5.44
2586;MELON;8.88
2587;FRESA;7.7
2588;MELON;5.73
2589;MANDARINAS;7.53
2590;MANZANAS;8.76
2591;PLÁTANOS;4.54
2592;PLÁTANOS;9.17
2593;MELOCOTONES;9.24
2594;NARANJAS;7.46
2595;TOMATES;5.16
2596;TOMATES;9.2
2597;MANDARINAS;7.97
2598;NARANJAS;6.37
2599;FRESA;6
2600;MANZANAS;9.26
2601;TOMATES;8.13
2602;CEBOLLAS;9.43
2603;SANDÍA;5.07
2604;MELOCOTONES;9.05
2605;LECHUGA;4.62
2606;PIMIENTOS;5.18
2607;PATATAS FRESCAS;4.94
2608;PLÁTANOS;5.7
2609;KIWI;7.06
2610;MANDARINAS;5.43
2611;CEREZA;9.46
2612;SANDÍA;6.12
2613;CEREZA;7.57
2614;PLÁTANOS;5.87
2615;SANDÍA;4.77
2616;CIRUELA;5.97
2617;NARANJAS;7.72
2618;PATATAS FRESCAS;4.99
2619;PLÁTANOS;8.46
2620;SANDÍA;6.93
2621;SANDÍA;8.07
2622;JUDIAS VERDES;8.56
2623;KIWI;8.2
2624;CEBOLLAS;5.86
2625;PLÁTANOS;5.08
2626;PLÁTANOS;7.43
2627;PATATAS FRESCAS;6.22
2628;PLÁTANOS;6.62
2629;PLÁTANOS;8.49
2630;MANZANAS;7.31
2631;CEBOLLAS;7.86
2632;PLÁTANOS;4.91
2633;MANZANAS;6.84
2634;LIMONES;8.44
2635;MELON;9.38
2636;PERAS;8.33
2637;NARANJAS;6.46
2638;CEBOLLAS;8.23
2639;PATATAS FRESCAS;7.05
2640;TOMATES;4.69
2641;PLÁTANOS;5.49
2642;MELON;5.92
2643;MANZANAS;6.33
2644;MELOCOTONES;6.1
2645;MANZANAS;7.68
2646;MANDARINAS;5.76
2647;PIMIENTOS;8.74
2648;MANZANAS;8.94
2649;FRESA;8.83
2650;CEREZA;9.44
2651;PATATAS FRESCAS;7.59
2652;SANDÍA;6.49
2653;TOMATES;6.88
2654;CEREZA;7.91
2655;MANDARINAS;8.53
2656;FRESA;4.9
2657;MELOCOTONES;9.12
2658;LECHUGA;8.33
2659;NARANJAS;9.26
2660;PATATAS FRESCAS;9.01
2661;CEBOLLAS;9.46
2662;PLÁTANOS;4.81
2663;PLÁTANOS;6.19
2664;CEBOLLAS;6.32
2665;LECHUGA;8.35
2666;ALBARICOQUE;6.79
2667;FRESA;8.26
2668;TOMATES;6.07
2669;PIMIENTOS;9.45
2670;UVA;4.51
2671;MANZANAS;8.81
2672;NARANJAS;7.57
2673;TOMATES;6.88
2674;LECHUGA;5.45
2675;LECHUGA;8.02
2676;PATATAS FRESCAS;6.99
2677;MANDARINAS;6.54
2678;NARANJAS;6.58
2679;ALBARICOQUE;8.15
2680;JUDIAS VERDES;5.94
2681;PLÁTANOS;5.74
2682;PATATAS FRESCAS;9.15
2683;MELON;8.03
2684;CEBOLLAS;5.98
2685;PERAS;9.5
2686;PERAS;5.44
2687;LECHUGA;6.4
2688;PLÁTANOS;8.4
2689;TOMATES;7.34
2690;PATATAS FRESCAS;7
2691;MANZANAS;7.79
2692;TOMATES;7.71
2693;MANDARINAS;7.72
2694;MANZANAS;6
2695;SANDÍA;8.93
2696;LIMONES;8.76
2697;CEBOLLAS;5.54
2698;JUDIAS VERDES;6.13
2699;MANZANAS;7.78
2700;LECHUGA;8.91
2701;PATATAS FRESCAS;4.85
2702;PLÁTANOS;5.73
2703;CEBOLLAS;8.94
2704;MANZANAS;6.37
2705;SANDÍA;9.44
2706;MANZANAS;6.06
2707;LECHUGA;9.13
2708;CEREZA;8.29
2709;MELON;4.87
2710;TOMATES;5.53
2711;COLES;5.47
2712;JUDIAS VERDES;6.53
2713;PATATAS FRESCAS;6.03
2714;MANZANAS;6.14
2715;CEBOLLAS;4.81
2716;MANDARINAS;4.55
2717;PLÁTANOS;8.64
2718;SANDÍA;7.1
2719;PATATAS FRESCAS;6.37
2720;LIMONES;5.33
2721;CEREZA;5.82
2722;SANDÍA;5.08
2723;LECHUGA;6.45
2724;NARANJAS;6.19
2725;SANDÍA;7.45
2726;MANZANAS;7.47
2727;LIMONES;4.64
2728;JUDIAS VERDES;8.24
2729;NARANJAS;6.91
2730;CEBOLLAS;8.43
2731;MANZANAS;5.87
2732;KIWI;5.44
2733;TOMATES;7.34
2734;KIWI;6.45
2735;MANDARINAS;7.71
2736;MELOCOTONES;4.82
2737;LIMONES;9.32
2738;MELOCOTONES;5.09
2739;MANZANAS;8.07
2740;LIMONES;8.46
2741;PERAS;5.15
2742;NARANJAS;4
2743;MANDARINAS;4.74
2744;MANZANAS;8.61
2745;PERAS;8.71
2746;TOMATES;8.07
2747;CIRUELA;9.21
2748;SANDÍA;7.54
2749;PIMIENTOS;5.27
2750;PLÁTANOS;6.49
2751;FRESA;6.97
2752;MANZANAS;4.99
2753;PLÁTANOS;7.62
2754;FRESA;3
2755;FRESA;7.15
2756;MELON;5.34
2757;PLÁTANOS;8.83
2758;PERAS;4.78
2759;TOMATES;5.55
2760;LIMONES;9.3
2761;PERAS;8.57
2762;PLÁTANOS;5.97
2763;PLÁTANOS;8.38
2764;FRESA;6.15
2765;NARANJAS;7.78
2766;PLÁTANOS;6.03
2767;MANZANAS;6.39
2768;CIRUELA;6.03
2769;MELON;7.42
2770;NARANJAS;7.56
2771;MELON;6.06
2772;TOMATES;8.23
2773;MANDARINAS;8.27
2774;JUDIAS VERDES;8.4
2775;MELON;6.86
2776;MANZANAS;9.48
2777;PLÁTANOS;7.19
2778;MELOCOTONES;8.99
2779;FRESA;5.99
2780;NARANJAS;5.13
2781;MANZANAS;7.82
2782;MANZANAS;7.17
2783;MELON;9.01
2784;MELON;8.39
2785;SANDÍA;8.75
2786;PLÁTANOS;8.56
2787;PATATAS FRESCAS;4.66
2788;FRESA;6.52
2789;MANZANAS;9.27
2790;TOMATES;7.24
2791;MANDARINAS;5.31
2792;MANDARINAS;8.08
2793;SANDÍA;7.66
2794;TOMATES;5.71
2795;PLÁTANOS;4.51
2796;MANZANAS;6.69
2797;LECHUGA;7.31
2798;SANDÍA;9.14
2799;MANZANAS;7.67
2800;CIRUELA;7.36
2801;LIMONES;8.97
2802;MELON;5.05
2803;TOMATES;7.9
2804;NARANJAS;5
2805;TOMATES;5.79
2806;PATATAS FRESCAS;5.35
2807;JUDIAS VERDES;4.62
2808;SANDÍA;6.07
2809;MELON;5.23
2810;PLÁTANOS;4.81
2811;PATATAS FRESCAS;8.69
2812;TOMATES;6.28
2813;CEBOLLAS;7.11
2814;PLÁTANOS;6.13
2815;MANDARINAS;6.86
2816;UVA;6.24
2817;NARANJAS;7.22
2818;JUDIAS VERDES;4.73
2819;CIRUELA;6.96
2820;MELON;8.39
2821;MELOCOTONES;4.89
2822;NARANJAS;8.69
2823;PERAS;6.85
2824;KIWI;5.59
2825;PATATAS FRESCAS;5.86
2826;TOMATES;8.34
2827;MELON;7.45
2828;PERAS;6.48
2829;TOMATES;6.06
2830;UVA;9.35
2831;PATATAS FRESCAS;6.55
2832;PIMIENTOS;7.28
2833;KIWI;6.88
2834;NARANJAS;4.8
2835;MANZANAS;6.48
2836;NARANJAS;8.95
2837;FRESA;9.27
2838;PIMIENTOS;8.46
2839;MANZANAS;7.42
2840;MANZANAS;7.67
2841;NARANJAS;2
2842;MELON;8.24
2843;PATATAS FRESCAS;5
2844;NARANJAS;7.93
2845;PLÁTANOS;5.03
2846;UVA;7.73
2847;PERAS;4.65
2848;CEBOLLAS;8.79
2849;MANDARINAS;5.15
2850;PATATAS FRESCAS;7.82
2851;LECHUGA;6.66
2852;TOMATES;8.02
2853;PLÁTANOS;8.73
2854;SANDÍA;6.46
2855;TOMATES;8
2856;NARANJAS;4.97
2857;CEBOLLAS;8.14
2858;MELOCOTONES;9.21
2859;NARANJAS;6.56
2860;MANDARINAS;9.14
2861;PATATAS FRESCAS;9.36
2862;PIMIENTOS;5.6
2863;MANDARINAS;6.79
2864;SANDÍA;5.47
2865;LECHUGA;8.86
2866;CEBOLLAS;6.9
2867;ALBARICOQUE;7.46
2868;MANZANAS;8.14
2869;JUDIAS VERDES;5.2
2870;PLÁTANOS;5.68
2871;LECHUGA;5.52
2872;CEBOLLAS;7.37
2873;PLÁTANOS;9.42
2874;MELON;4.69
2875;MELOCOTONES;7.17
2876;MANZANAS;4.6
2877;COLES;8.63
2878;CEBOLLAS;7.3
2879;FRESA;7.28
2880;MELON;4.97
2881;PLÁTANOS;7.8
2882;MANDARINAS;7.26
2883;LECHUGA;8.31
2884;CIRUELA;6.78
2885;NARANJAS;5.93
2886;CEBOLLAS;6.33
2887;CEBOLLAS;9.18
2888;NARANJAS;5.46
2889;MELON;6.99
2890;LIMONES;6.2
2891;MELON;9.22
2892;LIMONES;6.02
2893;LIMONES;4.56
2894;TOMATES;8.51
2895;CEREZA;5.09
2896;MELOCOTONES;6.51
2897;NARANJAS;8.85
2898;CEREZA;7.98
2899;MELON;5.49
2900;FRESA;7.1
2901;MANZANAS;8.2
2902;PLÁTANOS;9.5
2903;CEBOLLAS;9.05
2904;PATATAS FRESCAS;9.29
2905;NARANJAS;8.61
2906;CEBOLLAS;5.86
2907;NARANJAS;7.72
2908;PIMIENTOS;6.46
2909;LECHUGA;6.4
2910;LIMONES;8.64
2911;MANDARINAS;7.75
2912;CEBOLLAS;5.56
2913;PIMIENTOS;4.97
2914;PLÁTANOS;5.93
2915;FRESA;5.09
2916;PLÁTANOS;6.32
2917;SANDÍA;9.15
2918;FRESA;9.27
2919;CEREZA;7.26
2920;CEREZA;7.82
2921;NARANJAS;4
2922;TOMATES;7.53
2923;NARANJAS;8.21
2924;CIRUELA;5.44
2925;PATATAS FRESCAS;5.79
2926;MELOCOTONES;7.58
2927;PERAS;6.28
2928;PERAS;7.05
2929;PATATAS FRESCAS;3
2930;TOMATES;5.87
2931;PLÁTANOS;6.31
2932;MANDARINAS;4.85
2933;TOMATES;8.91
2934;NARANJAS;4.54
2935;PERAS;7.87
2936;PATATAS FRESCAS;7.26
2937;NARANJAS;4.51
2938;TOMATES;5.56
2939;SANDÍA;6.13
2940;MANZANAS;9.35
2941;SANDÍA;6.52
2942;LIMONES;6.81
2943;FRESA;9.07
2944;PLÁTANOS;8.32
2945;SANDÍA;8.67
2946;MANDARINAS;6.66
2947;MELON;4.62
2948;KIWI;6.16
2949;MANZANAS;5.88
2950;PATATAS FRESCAS;5.38
2951;FRESA;3
2952;MANZANAS;4.72
2953;MELON;5.68
2954;KIWI;6.46
2955;MANZANAS;9.14
2956;FRESA;5.9
2957;PATATAS FRESCAS;7.65
2958;PATATAS FRESCAS;7.37
2959;FRESA;6.67
2960;CEBOLLAS;7.76
2961;CEBOLLAS;5.27
2962;MANDARINAS;5.57
2963;NARANJAS;8.85
2964;PERAS;6.57
2965;MANZANAS;6.57
2966;PLÁTANOS;9.46
2967;CEREZA;6.97
2968;PLÁTANOS;5.05
2969;SANDÍA;5.27
2970;MANDARINAS;9.19
2971;PATATAS FRESCAS;3
2972;MANDARINAS;5.15
2973;PATATAS FRESCAS;4.97
2974;PATATAS FRESCAS;3
2975;PATATAS FRESCAS;9.25
2976;MELOCOTONES;5.48
2977;NARANJAS;8.42
2978;PIMIENTOS;7.94
2979;TOMATES;8.3
2980;MANZANAS;8.08
2981;MANZANAS;7.43
2982;MANDARINAS;6.91
2983;PATATAS FRESCAS;9.02
2984;SANDÍA;5.57
2985;NARANJAS;5.57
2986;TOMATES;7.56
2987;PLÁTANOS;9.25
2988;PLÁTANOS;5.11
2989;KIWI;4.75
2990;CEBOLLAS;5.99
2991;TOMATES;6.64
2992;LECHUGA;7.18
2993;MANDARINAS;7.23
2994;PATATAS FRESCAS;3
